time,temperature_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,rain,showers,snowfall,snow_depth,wind_speed_10m,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm
2022-01-01T00:00:00,8.3,8.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,5.1,9.6,0.379
2022-01-01T01:00:00,9.1,8.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,9.2,0.378
2022-01-01T02:00:00,8.0,7.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,8.6,0.378
2022-01-01T03:00:00,8.0,7.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,4.3,8.4,0.377
2022-01-01T04:00:00,7.6,7.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,4.2,8.1,0.377
2022-01-01T05:00:00,7.8,7.7,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.1,8.0,0.377
2022-01-01T06:00:00,7.9,7.8,6.7,0.0,0.0,0.0,0.0,0.0,0.0,4.2,8.0,0.376
2022-01-01T07:00:00,7.6,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,8.0,0.376
2022-01-01T08:00:00,7.5,7.5,6.2,0.0,0.1,0.1,0.0,0.0,0.0,4.7,7.9,0.377
2022-01-01T09:00:00,7.7,7.7,5.8,0.0,0.1,0.1,0.0,0.0,0.0,9.1,7.9,0.377
2022-01-01T10:00:00,8.3,8.2,6.8,0.0,1.1,1.1,0.0,0.0,0.0,7.4,8.0,0.39
2022-01-01T11:00:00,8.5,8.4,7.3,0.0,1.1,1.1,0.0,0.0,0.0,5.2,8.1,0.403
2022-01-01T12:00:00,8.1,8.0,7.2,0.0,0.5,0.5,0.0,0.0,0.0,2.8,8.9,0.383
2022-01-01T13:00:00,9.2,9.2,8.0,0.0,0.7,0.7,0.0,0.0,0.0,6.9,8.8,0.391
2022-01-01T14:00:00,9.7,9.7,8.5,0.0,0.7,0.7,0.0,0.0,0.0,8.0,9.0,0.399
2022-01-01T15:00:00,10.0,10.0,8.5,0.0,0.8,0.8,0.0,0.0,0.0,10.4,9.2,0.407
2022-01-01T16:00:00,11.1,10.8,9.8,0.0,0.5,0.5,0.0,0.0,0.0,11.0,9.7,0.409
2022-01-01T17:00:00,11.3,11.0,9.8,0.0,0.6,0.6,0.0,0.0,0.0,12.5,10.0,0.412
2022-01-01T18:00:00,11.5,11.3,10.6,0.0,0.8,0.8,0.0,0.0,0.0,9.5,10.2,0.416
2022-01-01T19:00:00,11.7,11.4,10.8,0.0,0.4,0.4,0.0,0.0,0.0,9.2,10.4,0.414
2022-01-01T20:00:00,11.5,11.3,10.8,0.0,0.1,0.1,0.0,0.0,0.0,7.7,10.4,0.41
2022-01-01T21:00:00,11.0,11.0,10.5,0.0,0.3,0.3,0.0,0.0,0.0,5.9,10.4,0.409
2022-01-01T22:00:00,10.4,10.4,10.1,0.0,1.4,1.4,0.0,0.0,0.0,2.9,10.1,0.422
2022-01-01T23:00:00,10.2,10.2,9.8,0.0,0.8,0.8,0.0,0.0,0.0,3.3,9.8,0.421
2022-01-02T00:00:00,9.4,9.4,8.6,0.0,1.7,1.7,0.0,0.0,0.0,4.6,10.6,0.414
2022-01-02T01:00:00,10.7,10.6,10.0,0.0,1.2,1.2,0.0,0.0,0.0,6.1,10.3,0.421
2022-01-02T02:00:00,10.7,10.7,9.9,0.0,1.2,1.2,0.0,0.0,0.0,7.2,10.2,0.427
2022-01-02T03:00:00,10.8,10.7,9.2,0.0,3.3,3.3,0.0,0.0,0.0,12.9,10.2,0.43
2022-01-02T04:00:00,10.6,10.2,7.9,0.0,9.1,9.1,0.0,0.0,0.0,19.2,10.1,0.43
2022-01-02T05:00:00,10.6,10.2,7.7,0.0,7.8,7.8,0.0,0.0,0.0,20.6,10.0,0.43
2022-01-02T06:00:00,10.2,9.6,8.5,0.0,0.1,0.1,0.0,0.0,0.0,11.5,9.9,0.425
2022-01-02T07:00:00,9.6,9.4,7.8,0.0,0.1,0.1,0.0,0.0,0.0,11.8,9.7,0.424
2022-01-02T08:00:00,9.6,9.4,7.8,0.0,0.5,0.5,0.0,0.0,0.0,11.8,9.5,0.426
2022-01-02T09:00:00,9.7,9.3,8.4,0.0,0.1,0.1,0.0,0.0,0.0,8.0,9.4,0.423
2022-01-02T10:00:00,9.3,9.0,8.4,0.0,0.2,0.2,0.0,0.0,0.0,5.0,9.3,0.423
2022-01-02T11:00:00,8.7,8.6,7.7,0.0,0.0,0.0,0.0,0.0,0.0,4.6,9.1,0.42
2022-01-02T12:00:00,9.0,9.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,10.3,0.42
2022-01-02T13:00:00,10.3,10.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,10.1,0.417
2022-01-02T14:00:00,10.7,10.5,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.8,10.2,0.415
2022-01-02T15:00:00,11.7,11.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,11.8,10.6,0.414
2022-01-02T16:00:00,12.2,11.3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.9,0.412
2022-01-02T17:00:00,13.1,11.7,11.2,0.0,0.0,0.0,0.0,0.0,0.0,16.6,11.3,0.411
2022-01-02T18:00:00,13.7,11.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,19.9,11.7,0.41
2022-01-02T19:00:00,12.8,10.7,10.9,0.0,0.0,0.0,0.0,0.0,0.0,14.7,11.7,0.409
2022-01-02T20:00:00,12.2,9.6,9.9,0.0,0.0,0.0,0.0,0.0,0.0,15.3,11.6,0.408
2022-01-02T21:00:00,11.1,7.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,18.6,11.2,0.407
2022-01-02T22:00:00,9.0,4.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,21.1,10.5,0.406
2022-01-02T23:00:00,7.6,1.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,22.4,9.9,0.405
2022-01-03T00:00:00,6.3,3.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,24.8,10.4,0.407
2022-01-03T01:00:00,5.0,0.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,8.8,0.406
2022-01-03T02:00:00,3.6,-2.8,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,22.9,7.8,0.405
2022-01-03T03:00:00,2.8,-4.5,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.2,0.405
2022-01-03T04:00:00,2.1,-5.2,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,18.2,6.6,0.404
2022-01-03T05:00:00,1.7,-5.7,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,16.9,6.2,0.403
2022-01-03T06:00:00,1.4,-6.1,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,17.5,5.9,0.402
2022-01-03T07:00:00,1.0,-6.5,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,16.1,5.5,0.401
2022-01-03T08:00:00,0.7,-7.0,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,16.7,5.3,0.401
2022-01-03T09:00:00,0.4,-7.1,-4.9,0.0,0.0,0.0,0.0,0.0,0.0,15.9,5.0,0.4
2022-01-03T10:00:00,-0.0,-8.0,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,16.6,4.7,0.399
2022-01-03T11:00:00,-0.6,-9.7,-6.7,0.0,0.0,0.0,0.0,0.0,0.0,19.7,4.4,0.399
2022-01-03T12:00:00,0.5,-7.0,-5.3,0.0,0.0,0.0,0.0,0.0,0.0,19.9,5.4,0.402
2022-01-03T13:00:00,-0.2,-9.7,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,21.7,4.9,0.401
2022-01-03T14:00:00,-0.8,-11.2,-7.3,0.0,0.0,0.0,0.0,0.0,0.0,21.5,4.5,0.401
2022-01-03T15:00:00,-1.5,-12.0,-8.3,0.0,0.1,0.0,0.0,0.07,0.0,23.6,4.1,0.4
2022-01-03T16:00:00,-2.0,-11.8,-8.7,0.0,0.3,0.0,0.0,0.21,0.01,22.7,3.8,0.399
2022-01-03T17:00:00,-2.4,-11.6,-9.2,0.0,0.5,0.0,0.0,0.35,0.02,23.7,3.5,0.398
2022-01-03T18:00:00,-2.7,-11.4,-10.1,0.0,0.3,0.0,0.0,0.21,0.02,27.7,3.3,0.397
2022-01-03T19:00:00,-2.6,-11.0,-9.8,0.0,0.3,0.0,0.0,0.21,0.03,27.0,3.1,0.397
2022-01-03T20:00:00,-2.4,-11.0,-9.1,0.0,0.2,0.0,0.0,0.14,0.03,23.8,2.8,0.396
2022-01-03T21:00:00,-2.5,-11.8,-10.3,0.0,0.2,0.0,0.0,0.14,0.03,30.9,2.6,0.395
2022-01-03T22:00:00,-2.7,-13.2,-9.7,0.0,0.0,0.0,0.0,0.0,0.03,24.6,2.3,0.395
2022-01-03T23:00:00,-2.9,-14.6,-10.4,0.0,0.0,0.0,0.0,0.0,0.03,27.0,2.0,0.394
2022-01-04T00:00:00,-2.6,-13.6,-9.8,0.0,0.0,0.0,0.0,0.0,0.03,25.4,2.1,0.389
2022-01-04T01:00:00,-2.9,-13.5,-9.5,0.0,0.0,0.0,0.0,0.0,0.03,21.3,1.7,0.388
2022-01-04T02:00:00,-3.6,-12.8,-9.5,0.0,0.0,0.0,0.0,0.0,0.03,16.9,1.2,0.388
2022-01-04T03:00:00,-4.2,-12.7,-10.1,0.0,0.0,0.0,0.0,0.0,0.03,16.9,0.8,0.388
2022-01-04T04:00:00,-4.7,-13.9,-10.9,0.0,0.0,0.0,0.0,0.0,0.03,18.5,0.6,0.387
2022-01-04T05:00:00,-5.3,-15.7,-12.0,0.0,0.0,0.0,0.0,0.0,0.03,21.4,0.5,0.387
2022-01-04T06:00:00,-5.8,-16.0,-12.2,0.0,0.0,0.0,0.0,0.0,0.03,19.5,0.4,0.387
2022-01-04T07:00:00,-6.0,-16.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.03,16.4,0.3,0.387
2022-01-04T08:00:00,-6.2,-15.9,-12.2,0.0,0.0,0.0,0.0,0.0,0.03,16.7,0.2,0.386
2022-01-04T09:00:00,-6.4,-15.8,-12.1,0.0,0.0,0.0,0.0,0.0,0.03,14.8,0.2,0.386
2022-01-04T10:00:00,-6.5,-15.7,-12.1,0.0,0.0,0.0,0.0,0.0,0.03,13.9,0.1,0.386
2022-01-04T11:00:00,-6.5,-15.2,-11.9,0.0,0.0,0.0,0.0,0.0,0.03,12.7,0.0,0.385
2022-01-04T12:00:00,-6.0,-14.9,-11.7,0.0,0.0,0.0,0.0,0.0,0.03,14.8,-0.5,0.385
2022-01-04T13:00:00,-6.0,-14.4,-11.0,0.0,0.0,0.0,0.0,0.0,0.03,10.4,-0.6,0.385
2022-01-04T14:00:00,-4.9,-14.5,-9.5,0.0,0.0,0.0,0.0,0.0,0.03,7.2,-0.5,0.385
2022-01-04T15:00:00,-3.7,-14.4,-7.9,0.0,0.0,0.0,0.0,0.0,0.03,4.7,-0.5,0.384
2022-01-04T16:00:00,-2.2,-14.4,-6.5,0.0,0.0,0.0,0.0,0.0,0.03,5.8,-0.3,0.384
2022-01-04T17:00:00,-0.8,-14.1,-5.1,0.0,0.0,0.0,0.0,0.0,0.03,5.6,-0.1,0.384
2022-01-04T18:00:00,0.0,-11.3,-4.1,0.0,0.0,0.0,0.0,0.0,0.03,5.4,0.1,0.383
2022-01-04T19:00:00,0.6,-9.9,-4.5,0.0,0.0,0.0,0.0,0.0,0.03,12.4,0.2,0.382
2022-01-04T20:00:00,0.7,-9.2,-4.3,0.0,0.0,0.0,0.0,0.0,0.03,13.0,0.4,0.382
2022-01-04T21:00:00,0.4,-8.3,-4.1,0.0,0.0,0.0,0.0,0.0,0.03,9.7,0.5,0.382
2022-01-04T22:00:00,-0.9,-7.1,-5.2,0.0,0.0,0.0,0.0,0.0,0.03,9.4,0.4,0.381
2022-01-04T23:00:00,-0.6,-6.4,-5.3,0.0,0.0,0.0,0.0,0.0,0.03,12.4,0.4,0.381
2022-01-05T00:00:00,-0.5,-5.3,-4.7,0.0,0.0,0.0,0.0,0.0,0.03,9.4,1.9,0.375
2022-01-05T01:00:00,-1.0,-5.4,-5.3,0.0,0.0,0.0,0.0,0.0,0.03,10.4,1.3,0.375
2022-01-05T02:00:00,-1.3,-5.3,-5.6,0.0,0.0,0.0,0.0,0.0,0.03,10.1,0.8,0.375
2022-01-05T03:00:00,-1.7,-5.1,-5.9,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.7,0.375
2022-01-05T04:00:00,-1.9,-4.8,-6.3,0.0,0.0,0.0,0.0,0.0,0.03,11.3,0.6,0.375
2022-01-05T05:00:00,-2.0,-4.7,-6.8,0.0,0.0,0.0,0.0,0.0,0.03,13.9,0.5,0.375
2022-01-05T06:00:00,-1.9,-6.1,-7.3,0.0,0.0,0.0,0.0,0.0,0.03,17.8,0.4,0.375
2022-01-05T07:00:00,-1.8,-5.6,-6.5,0.0,0.0,0.0,0.0,0.0,0.03,13.0,0.4,0.375
2022-01-05T08:00:00,-1.7,-4.4,-6.1,0.0,0.0,0.0,0.0,0.0,0.03,11.7,0.4,0.375
2022-01-05T09:00:00,-1.5,-3.4,-5.4,0.0,0.0,0.0,0.0,0.0,0.03,9.2,0.3,0.375
2022-01-05T10:00:00,-1.2,-2.7,-4.8,0.0,0.0,0.0,0.0,0.0,0.03,8.0,0.3,0.375
2022-01-05T11:00:00,-0.9,-2.1,-4.4,0.0,0.0,0.0,0.0,0.0,0.03,8.0,0.3,0.375
2022-01-05T12:00:00,0.3,-1.8,-3.9,0.0,0.0,0.0,0.0,0.0,0.03,12.7,-0.7,0.375
2022-01-05T13:00:00,1.1,-0.8,-2.5,0.0,0.0,0.0,0.0,0.0,0.03,9.0,-0.6,0.375
2022-01-05T14:00:00,2.1,-0.0,-2.0,0.0,0.1,0.1,0.0,0.0,0.03,13.5,-0.5,0.375
2022-01-05T15:00:00,2.5,-0.2,-1.5,0.0,0.1,0.1,0.0,0.0,0.03,13.2,-0.4,0.376
2022-01-05T16:00:00,3.4,0.4,-0.2,0.0,0.1,0.1,0.0,0.0,0.03,10.8,-0.3,0.377
2022-01-05T17:00:00,4.2,1.8,-0.5,0.0,0.0,0.0,0.0,0.0,0.03,19.5,-0.2,0.377
2022-01-05T18:00:00,5.4,3.4,0.9,0.0,0.0,0.0,0.0,0.0,0.03,20.5,-0.0,0.377
2022-01-05T19:00:00,6.6,4.7,2.8,0.0,0.0,0.0,0.0,0.0,0.03,17.6,0.2,0.376
2022-01-05T20:00:00,7.1,4.7,2.5,0.0,0.0,0.0,0.0,0.0,0.02,23.0,0.5,0.376
2022-01-05T21:00:00,6.6,4.1,2.1,0.0,0.0,0.0,0.0,0.0,0.02,21.4,0.9,0.376
2022-01-05T22:00:00,5.5,3.3,1.4,0.0,0.0,0.0,0.0,0.0,0.02,17.7,1.7,0.376
2022-01-05T23:00:00,4.8,2.9,1.0,0.0,0.0,0.0,0.0,0.0,0.02,15.0,2.1,0.376
2022-01-06T00:00:00,4.6,3.6,1.8,0.0,0.0,0.0,0.0,0.0,0.02,9.3,4.9,0.382
2022-01-06T01:00:00,3.3,2.5,0.3,0.0,0.0,0.0,0.0,0.0,0.02,9.2,4.0,0.381
2022-01-06T02:00:00,2.4,1.6,-0.7,0.0,0.0,0.0,0.0,0.0,0.02,8.8,3.3,0.381
2022-01-06T03:00:00,1.8,0.9,-1.4,0.0,0.0,0.0,0.0,0.0,0.02,8.4,2.8,0.381
2022-01-06T04:00:00,1.6,0.7,-1.6,0.0,0.0,0.0,0.0,0.0,0.02,8.4,2.4,0.38
2022-01-06T05:00:00,1.6,0.5,-2.0,0.0,0.0,0.0,0.0,0.0,0.02,10.6,2.2,0.38
2022-01-06T06:00:00,1.5,0.2,-2.3,0.0,0.0,0.0,0.0,0.0,0.02,11.7,2.1,0.379
2022-01-06T07:00:00,1.4,-0.1,-2.8,0.0,0.0,0.0,0.0,0.0,0.02,14.3,1.9,0.379
2022-01-06T08:00:00,1.4,-0.5,-2.6,0.0,0.0,0.0,0.0,0.0,0.02,12.6,1.8,0.379
2022-01-06T09:00:00,1.3,-0.9,-3.0,0.0,0.0,0.0,0.0,0.0,0.02,13.7,1.6,0.379
2022-01-06T10:00:00,1.6,-1.7,-3.3,0.0,0.0,0.0,0.0,0.0,0.02,17.4,1.4,0.378
2022-01-06T11:00:00,1.3,-3.4,-3.8,0.0,0.0,0.0,0.0,0.0,0.02,17.8,1.3,0.378
2022-01-06T12:00:00,2.1,-3.8,-3.3,0.0,0.0,0.0,0.0,0.0,0.02,19.1,3.4,0.382
2022-01-06T13:00:00,1.5,-5.2,-3.9,0.0,0.0,0.0,0.0,0.0,0.02,17.6,2.7,0.382
2022-01-06T14:00:00,1.9,-5.9,-3.5,0.0,0.0,0.0,0.0,0.0,0.02,17.3,2.7,0.381
2022-01-06T15:00:00,2.8,-8.1,-3.1,0.0,0.0,0.0,0.0,0.0,0.02,18.9,3.3,0.38
2022-01-06T16:00:00,3.5,-8.9,-2.6,0.0,0.0,0.0,0.0,0.0,0.02,19.8,4.1,0.38
2022-01-06T17:00:00,3.9,-9.1,-2.1,0.0,0.0,0.0,0.0,0.0,0.02,19.5,4.8,0.379
2022-01-06T18:00:00,4.2,-9.1,-1.7,0.0,0.0,0.0,0.0,0.0,0.02,18.7,5.4,0.378
2022-01-06T19:00:00,4.2,-9.0,-1.3,0.0,0.0,0.0,0.0,0.0,0.02,16.3,5.8,0.377
2022-01-06T20:00:00,3.9,-8.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,11.9,5.7,0.376
2022-01-06T21:00:00,3.0,-7.6,-1.2,0.0,0.0,0.0,0.0,0.0,0.02,8.4,5.1,0.376
2022-01-06T22:00:00,1.4,-6.8,-3.0,0.0,0.0,0.0,0.0,0.0,0.02,9.7,4.1,0.375
2022-01-06T23:00:00,0.6,-6.9,-4.0,0.0,0.0,0.0,0.0,0.0,0.02,11.3,3.3,0.375
2022-01-07T00:00:00,0.2,-6.1,-3.6,0.0,0.0,0.0,0.0,0.0,0.02,6.2,3.7,0.374
2022-01-07T01:00:00,0.1,-6.9,-3.4,0.0,0.0,0.0,0.0,0.0,0.02,3.6,3.1,0.374
2022-01-07T02:00:00,0.0,-6.3,-3.2,0.0,0.0,0.0,0.0,0.0,0.02,2.2,2.7,0.374
2022-01-07T03:00:00,-0.0,-6.1,-3.8,0.0,0.0,0.0,0.0,0.0,0.02,6.4,2.4,0.374
2022-01-07T04:00:00,-0.2,-5.6,-4.4,0.0,0.1,0.0,0.0,0.07,0.02,9.4,2.2,0.374
2022-01-07T05:00:00,-0.6,-5.6,-5.5,0.0,0.1,0.0,0.0,0.07,0.02,14.4,2.0,0.374
2022-01-07T06:00:00,-0.7,-4.3,-5.8,0.0,0.2,0.0,0.0,0.14,0.02,16.6,1.9,0.374
2022-01-07T07:00:00,-0.8,-4.1,-5.7,0.0,0.3,0.0,0.0,0.21,0.02,15.4,1.8,0.374
2022-01-07T08:00:00,-1.2,-3.8,-6.2,0.0,1.5,0.0,0.0,1.05,0.03,15.8,1.7,0.373
2022-01-07T09:00:00,-1.7,-3.5,-7.0,0.0,1.5,0.0,0.0,1.05,0.03,18.6,1.6,0.373
2022-01-07T10:00:00,-1.9,-3.7,-7.0,0.0,1.4,0.0,0.0,0.98,0.04,17.3,1.4,0.373
2022-01-07T11:00:00,-1.8,-3.4,-6.8,0.0,1.9,0.0,0.0,1.33,0.05,16.8,1.3,0.373
2022-01-07T12:00:00,-1.5,-3.0,-7.0,0.0,1.1,0.0,0.0,0.77,0.06,20.5,1.4,0.374
2022-01-07T13:00:00,-2.1,-4.0,-7.6,0.0,0.7,0.0,0.0,0.49,0.06,19.4,1.8,0.374
2022-01-07T14:00:00,-2.1,-4.3,-7.5,0.0,0.2,0.0,0.0,0.14,0.07,18.8,2.0,0.374
2022-01-07T15:00:00,-1.4,-3.9,-6.4,0.0,0.0,0.0,0.0,0.0,0.07,16.1,2.2,0.374
2022-01-07T16:00:00,-0.8,-5.0,-7.3,0.0,0.0,0.0,0.0,0.0,0.07,25.5,2.4,0.374
2022-01-07T17:00:00,-0.4,-5.8,-7.0,0.0,0.0,0.0,0.0,0.0,0.07,25.5,2.5,0.374
2022-01-07T18:00:00,-0.2,-6.1,-6.6,0.0,0.0,0.0,0.0,0.0,0.07,24.0,2.6,0.374
2022-01-07T19:00:00,-0.3,-6.6,-6.6,0.0,0.0,0.0,0.0,0.0,0.07,22.7,2.7,0.374
2022-01-07T20:00:00,-0.7,-7.7,-7.1,0.0,0.0,0.0,0.0,0.0,0.06,23.2,2.8,0.373
2022-01-07T21:00:00,-1.4,-8.2,-7.4,0.0,0.0,0.0,0.0,0.0,0.06,20.1,2.9,0.373
2022-01-07T22:00:00,-2.2,-8.8,-8.2,0.0,0.0,0.0,0.0,0.0,0.06,19.4,2.9,0.373
2022-01-07T23:00:00,-2.7,-9.6,-9.2,0.0,0.0,0.0,0.0,0.0,0.06,22.2,3.0,0.373
2022-01-08T00:00:00,-2.7,-8.9,-9.3,0.0,0.0,0.0,0.0,0.0,0.06,24.0,3.4,0.37
2022-01-08T01:00:00,-3.8,-9.7,-10.1,0.0,0.0,0.0,0.0,0.0,0.06,21.3,3.4,0.37
2022-01-08T02:00:00,-4.7,-9.8,-10.5,0.0,0.0,0.0,0.0,0.0,0.06,17.5,3.4,0.37
2022-01-08T03:00:00,-5.6,-9.6,-11.0,0.0,0.0,0.0,0.0,0.0,0.06,15.5,3.4,0.37
2022-01-08T04:00:00,-6.0,-9.9,-11.6,0.0,0.0,0.0,0.0,0.0,0.06,16.6,3.4,0.37
2022-01-08T05:00:00,-5.6,-10.5,-11.9,0.0,0.0,0.0,0.0,0.0,0.06,20.8,3.4,0.37
2022-01-08T06:00:00,-5.9,-10.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.06,20.7,3.4,0.37
2022-01-08T07:00:00,-6.5,-11.0,-12.8,0.0,0.0,0.0,0.0,0.0,0.06,20.1,3.4,0.37
2022-01-08T08:00:00,-7.0,-11.3,-13.0,0.0,0.0,0.0,0.0,0.0,0.06,17.9,3.4,0.37
2022-01-08T09:00:00,-7.5,-11.4,-12.8,0.0,0.0,0.0,0.0,0.0,0.06,13.4,3.4,0.37
2022-01-08T10:00:00,-8.3,-10.8,-13.0,0.0,0.0,0.0,0.0,0.0,0.06,9.4,3.4,0.37
2022-01-08T11:00:00,-8.8,-11.1,-13.5,0.0,0.0,0.0,0.0,0.0,0.06,9.0,3.4,0.37
2022-01-08T12:00:00,-7.7,-10.0,-13.1,0.0,0.0,0.0,0.0,0.0,0.06,15.3,3.4,0.389
2022-01-08T13:00:00,-8.0,-10.5,-13.4,0.0,0.0,0.0,0.0,0.0,0.06,15.0,3.4,0.388
2022-01-08T14:00:00,-7.5,-10.7,-12.9,0.0,0.0,0.0,0.0,0.0,0.06,15.0,3.4,0.388
2022-01-08T15:00:00,-6.5,-10.9,-11.6,0.0,0.0,0.0,0.0,0.0,0.06,12.3,3.4,0.387
2022-01-08T16:00:00,-5.6,-11.0,-10.1,0.0,0.0,0.0,0.0,0.0,0.06,8.4,3.4,0.386
2022-01-08T17:00:00,-4.8,-11.0,-9.2,0.0,0.0,0.0,0.0,0.0,0.06,7.1,3.4,0.386
2022-01-08T18:00:00,-4.1,-10.9,-8.5,0.0,0.0,0.0,0.0,0.0,0.06,7.8,3.4,0.386
2022-01-08T19:00:00,-4.0,-10.3,-8.0,0.0,0.0,0.0,0.0,0.0,0.06,5.5,3.5,0.385
2022-01-08T20:00:00,-4.1,-11.7,-8.3,0.0,0.0,0.0,0.0,0.0,0.06,6.3,3.5,0.385
2022-01-08T21:00:00,-2.5,-12.1,-6.8,0.0,0.0,0.0,0.0,0.0,0.06,6.3,3.5,0.384
2022-01-08T22:00:00,-5.7,-11.8,-10.5,0.0,0.0,0.0,0.0,0.0,0.06,9.4,3.5,0.384
2022-01-08T23:00:00,-5.2,-9.4,-9.9,0.0,0.0,0.0,0.0,0.0,0.06,10.5,3.5,0.384
2022-01-09T00:00:00,-5.7,-7.9,-10.6,0.0,0.0,0.0,0.0,0.0,0.06,12.7,3.3,0.387
2022-01-09T01:00:00,-4.7,-7.7,-9.1,0.0,0.0,0.0,0.0,0.0,0.06,9.7,2.1,0.387
2022-01-09T02:00:00,-4.4,-7.2,-9.1,0.0,0.0,0.0,0.0,0.0,0.06,11.3,1.3,0.386
2022-01-09T03:00:00,-4.4,-7.1,-9.0,0.0,0.0,0.0,0.0,0.0,0.06,11.2,0.7,0.386
2022-01-09T04:00:00,-4.3,-7.1,-9.1,0.0,0.0,0.0,0.0,0.0,0.06,12.1,0.6,0.385
2022-01-09T05:00:00,-4.7,-7.6,-9.8,0.0,0.0,0.0,0.0,0.0,0.06,14.1,0.5,0.385
2022-01-09T06:00:00,-4.9,-7.7,-10.0,0.0,0.0,0.0,0.0,0.0,0.06,14.1,0.4,0.385
2022-01-09T07:00:00,-4.6,-7.4,-9.6,0.0,0.0,0.0,0.0,0.0,0.06,13.7,0.3,0.384
2022-01-09T08:00:00,-4.0,-6.6,-8.8,0.0,0.0,0.0,0.0,0.0,0.06,13.1,0.3,0.384
2022-01-09T09:00:00,-2.5,-4.7,-7.6,0.0,0.0,0.0,0.0,0.0,0.06,16.4,0.3,0.384
2022-01-09T10:00:00,-2.0,-4.1,-7.4,0.0,0.0,0.0,0.0,0.0,0.06,18.7,0.2,0.383
2022-01-09T11:00:00,-1.2,-3.3,-6.5,0.0,0.0,0.0,0.0,0.0,0.06,18.5,0.3,0.383
2022-01-09T12:00:00,-0.6,-2.0,-5.4,0.0,0.0,0.0,0.0,0.0,0.06,16.5,1.3,0.379
2022-01-09T13:00:00,0.1,-2.0,-4.7,0.0,0.0,0.0,0.0,0.0,0.06,16.6,1.5,0.379
2022-01-09T14:00:00,0.7,-2.1,-5.0,0.0,0.0,0.0,0.0,0.0,0.06,22.5,1.8,0.379
2022-01-09T15:00:00,1.2,-2.3,-4.4,0.0,0.0,0.0,0.0,0.0,0.06,21.8,2.1,0.379
2022-01-09T16:00:00,1.4,-2.0,-4.2,0.0,0.2,0.2,0.0,0.0,0.06,22.5,2.4,0.379
2022-01-09T17:00:00,1.9,-1.6,-3.9,0.0,0.2,0.2,0.0,0.0,0.06,24.0,2.6,0.382
2022-01-09T18:00:00,2.4,-0.8,-2.7,0.0,0.2,0.2,0.0,0.0,0.06,19.9,2.9,0.387
2022-01-09T19:00:00,2.9,0.3,-2.0,0.0,0.2,0.2,0.0,0.0,0.06,19.4,3.4,0.392
2022-01-09T20:00:00,3.1,1.0,-1.6,0.0,0.6,0.6,0.0,0.0,0.06,19.1,3.3,0.402
2022-01-09T21:00:00,3.3,1.6,-0.8,0.0,0.3,0.3,0.0,0.0,0.05,15.3,3.3,0.407
2022-01-09T22:00:00,3.3,2.1,-0.3,0.0,0.3,0.3,0.0,0.0,0.05,12.7,3.3,0.411
2022-01-09T23:00:00,3.7,2.7,0.0,0.0,0.6,0.6,0.0,0.0,0.05,13.6,3.4,0.418
2022-01-10T00:00:00,2.8,2.3,-1.0,0.0,0.9,0.9,0.0,0.0,0.05,14.6,3.0,0.422
2022-01-10T01:00:00,3.4,2.8,-0.7,0.0,0.7,0.7,0.0,0.0,0.05,16.4,3.1,0.422
2022-01-10T02:00:00,3.6,2.9,-0.5,0.0,0.7,0.7,0.0,0.0,0.04,17.1,3.2,0.423
2022-01-10T03:00:00,4.0,2.8,-0.2,0.0,0.1,0.1,0.0,0.0,0.04,17.8,3.3,0.419
2022-01-10T04:00:00,4.2,2.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.04,20.3,3.3,0.417
